origin,destination,landing_data,takeoff_data
SBPA,SBGR,28/01/2023 23:10,28/01/2023 23:10
SBGR,SBDN,28/01/2023 09:10,28/01/2023 09:10
SBDN,SBGR,28/01/2023 10:55,28/01/2023 10:55
SBGR,SBRB,28/01/2023 12:15,28/01/2023 12:15
SBRB,SBGR,28/01/2023 16:55,28/01/2023 16:55
SBGR,SBRF,29/01/2023 03:00,29/01/2023 03:00
SBRF,SBGR,28/01/2023 07:10,28/01/2023 07:10
SBGR,SBRF,28/01/2023 12:00,28/01/2023 12:00
SBRF,SBGR,28/01/2023 19:25,28/01/2023 19:25
SBGR,SBRF,28/01/2023 17:55,28/01/2023 17:55
SBRF,SBGR,28/01/2023 21:50,28/01/2023 21:50
SBGR,SBRF,28/01/2023 20:35,28/01/2023 20:35
SBRF,SBGR,29/01/2023 00:30,29/01/2023 00:30
SBGR,SBRF,29/01/2023 01:50,29/01/2023 01:50
SBRF,SBGR,28/01/2023 05:50,28/01/2023 05:50
SBGR,SBRF,28/01/2023 22:25,28/01/2023 22:25
SBRF,SBGR,29/01/2023 02:25,29/01/2023 02:25
SBGR,SBRF,28/01/2023 15:45,28/01/2023 15:45
SBRF,SBGR,28/01/2023 20:35,28/01/2023 20:35
SBGR,SBSR,28/01/2023 09:00,28/01/2023 09:00
SBSR,SBGR,28/01/2023 10:40,28/01/2023 10:40
SBGR,SBSL,28/01/2023 11:20,28/01/2023 11:20
SBSL,SBGR,28/01/2023 18:20,28/01/2023 18:20
SBGR,SBSL,28/01/2023 15:55,28/01/2023 15:55
SBSL,SBGR,28/01/2023 20:20,28/01/2023 20:20
SBGR,SBSL,29/01/2023 01:55,29/01/2023 01:55
SBSL,SBGR,28/01/2023 06:35,28/01/2023 06:35
SBGR,SBSV,28/01/2023 17:55,28/01/2023 17:55
SBSV,SBGR,28/01/2023 21:15,28/01/2023 21:15
SBGR,SBSV,29/01/2023 02:15,29/01/2023 02:15
SBSV,SBGR,28/01/2023 06:30,28/01/2023 06:30
SBGR,SBSV,29/01/2023 00:20,29/01/2023 00:20
SBSV,SBGR,28/01/2023 08:00,28/01/2023 08:00
SBGR,SBSV,28/01/2023 18:50,28/01/2023 18:50
SBSV,SBGR,28/01/2023 22:10,28/01/2023 22:10
SBGR,SBTE,29/01/2023 01:10,29/01/2023 01:10
SBTE,SBGR,28/01/2023 07:20,28/01/2023 07:20
SBGR,SBTE,28/01/2023 17:05,28/01/2023 17:05
SBTE,SBGR,28/01/2023 21:00,28/01/2023 21:00
SBGR,SBUL,28/01/2023 10:10,28/01/2023 10:10
SBUL,SBGR,28/01/2023 11:55,28/01/2023 11:55
SBGR,SBVC,28/01/2023 09:10,28/01/2023 09:10
SBVC,SBGR,28/01/2023 11:35,28/01/2023 11:35
SBGR,SBVT,28/01/2023 07:35,28/01/2023 07:35
SBVT,SBGR,28/01/2023 09:45,28/01/2023 09:45
SBGR,SBVT,28/01/2023 11:55,28/01/2023 11:55
SBVT,SBGR,28/01/2023 13:55,28/01/2023 13:55
SBGR,SBVT,28/01/2023 20:50,28/01/2023 20:50
SBVT,SBGR,28/01/2023 23:10,28/01/2023 23:10
SBGR,SBVT,29/01/2023 00:35,29/01/2023 00:35
SBVT,SBGR,28/01/2023 07:00,28/01/2023 07:00
SBGR,SBEG,28/01/2023 16:10,28/01/2023 16:10
SBEG,SBGR,28/01/2023 21:00,28/01/2023 21:00
SBEG,SBGR,28/01/2023 05:00,28/01/2023 05:00
SBGR,SBEG,29/01/2023 02:50,29/01/2023 02:50
SBEG,SBGR,28/01/2023 07:20,28/01/2023 07:20
SBGR,SBPV,28/01/2023 11:05,28/01/2023 11:05
SBPV,SBGR,28/01/2023 21:55,28/01/2023 21:55
SBGR,SBFI,28/01/2023 08:45,28/01/2023 08:45
SBFI,SBGR,28/01/2023 11:05,28/01/2023 11:05
SBGR,SBFI,28/01/2023 14:00,28/01/2023 14:00
SBFI,SBGR,28/01/2023 16:25,28/01/2023 16:25
SBGR,SBFI,28/01/2023 19:00,28/01/2023 19:00
SBFI,SBGR,28/01/2023 21:40,28/01/2023 21:40
SBGR,SBGO,29/01/2023 01:30,29/01/2023 01:30
SBGO,SBGR,28/01/2023 05:40,28/01/2023 05:40
SBGR,SBGO,28/01/2023 19:50,28/01/2023 19:50
SBGO,SBGR,28/01/2023 22:20,28/01/2023 22:20
SBGR,SBGO,28/01/2023 09:40,28/01/2023 09:40
SBGO,SBGR,28/01/2023 12:00,28/01/2023 12:00
SBGR,SBJP,28/01/2023 11:30,28/01/2023 11:30
SBJP,SBGR,28/01/2023 15:35,28/01/2023 15:35
SBGR,SBJP,29/01/2023 02:10,29/01/2023 02:10
SBJP,SBGR,28/01/2023 06:15,28/01/2023 06:15
SBGR,SBJP,28/01/2023 23:55,28/01/2023 23:55
SBJP,SBGR,28/01/2023 03:50,28/01/2023 03:50
SBGR,SBCF,28/01/2023 09:20,28/01/2023 09:20
SBCF,SBGR,28/01/2023 18:10,28/01/2023 18:10
SBGR,SBCF,28/01/2023 13:45,28/01/2023 13:45
SBCF,SBGR,28/01/2023 11:05,28/01/2023 11:05
SBGR,SBPL,28/01/2023 15:00,28/01/2023 15:00
SBPL,SBGR,28/01/2023 18:25,28/01/2023 18:25
SBGR,SBCF,28/01/2023 20:50,28/01/2023 20:50
SBCF,SBGR,28/01/2023 23:00,28/01/2023 23:00
SBGR,SBCF,28/01/2023 16:15,28/01/2023 16:15
SBCF,SBGR,28/01/2023 21:00,28/01/2023 21:00
SBGR,SBCF,28/01/2023 18:50,28/01/2023 18:50
SBCF,SBGR,28/01/2023 06:45,28/01/2023 06:45
SBGR,SBCF,28/01/2023 23:30,28/01/2023 23:30
SBCF,SBGR,28/01/2023 15:55,28/01/2023 15:55
SBGR,SBCF,28/01/2023 07:25,28/01/2023 07:25
SBCF,SBGR,28/01/2023 09:25,28/01/2023 09:25
SBGR,SBVC,28/01/2023 19:50,28/01/2023 19:50
SBVC,SBGR,28/01/2023 22:20,28/01/2023 22:20
SBGR,SBCF,28/01/2023 17:15,28/01/2023 17:15
SBCF,SBGR,28/01/2023 11:55,28/01/2023 11:55
SBGR,SBLO,28/01/2023 13:35,28/01/2023 13:35
SBLO,SBGR,28/01/2023 15:20,28/01/2023 15:20
SBGR,SBRP,28/01/2023 13:35,28/01/2023 13:35
SBRP,SBGR,28/01/2023 15:15,28/01/2023 15:15
SBRJ,SBGR,28/01/2023 20:40,28/01/2023 20:40
SBGR,SBRJ,28/01/2023 08:20,28/01/2023 08:20
SBRJ,SBGR,28/01/2023 12:35,28/01/2023 12:35
SBGR,SBRJ,28/01/2023 11:00,28/01/2023 11:00
SBRJ,SBGR,28/01/2023 16:10,28/01/2023 16:10
SBGR,SBRJ,28/01/2023 13:25,28/01/2023 13:25
SBGR,SBRJ,28/01/2023 09:20,28/01/2023 09:20
SBRJ,SBGR,28/01/2023 07:10,28/01/2023 07:10
SBRJ,SBGR,28/01/2023 10:05,28/01/2023 10:05
SBGR,SBRJ,28/01/2023 18:35,28/01/2023 18:35
SBGR,SBEG,28/01/2023 12:25,28/01/2023 12:25
SBEG,SBGR,28/01/2023 17:50,28/01/2023 17:50
SBGR,SKBO,28/01/2023 20:50,28/01/2023 20:50
SKBO,SBGR,29/01/2023 03:55,29/01/2023 03:55
SBGR,SAEZ,29/01/2023 00:15,29/01/2023 00:15
SAEZ,SBGR,28/01/2023 05:20,28/01/2023 05:20
SBGR,SUMU,28/01/2023 18:05,28/01/2023 18:05
SUMU,SBGR,28/01/2023 21:30,28/01/2023 21:30
SAME,SBGR,28/01/2023 14:35,28/01/2023 14:35
SBGR,SABE,28/01/2023 10:25,28/01/2023 10:25
SABE,SBGR,28/01/2023 14:10,28/01/2023 14:10
SBGR,SABE,28/01/2023 17:05,28/01/2023 17:05
SABE,SBGR,28/01/2023 21:30,28/01/2023 21:30
LEMD,SBGR,29/01/2023 04:00,29/01/2023 04:00
SBGR,LEMD,29/01/2023 09:40,29/01/2023 09:40
SBGR,EDDF,29/01/2023 10:45,29/01/2023 10:45
EDDF,SBGR,29/01/2023 04:40,29/01/2023 04:40
LIMC,SBGR,28/01/2023 20:00,28/01/2023 20:00
SBGR,EGLL,29/01/2023 10:55,29/01/2023 10:55
EGLL,SBGR,29/01/2023 05:25,29/01/2023 05:25
SBGR,SPJC,29/01/2023 00:40,29/01/2023 00:40
SBGR,SPJC,28/01/2023 09:15,28/01/2023 09:15
SPJC,SBGR,28/01/2023 06:55,28/01/2023 06:55
SBGR,MMMX,29/01/2023 09:10,29/01/2023 09:10
MMMX,SBGR,29/01/2023 05:35,29/01/2023 05:35
LEBL,SBGR,28/01/2023 19:15,28/01/2023 19:15
SBGR,SUMU,28/01/2023 10:00,28/01/2023 10:00
SUMU,SBGR,28/01/2023 13:10,28/01/2023 13:10
SBGR,LIRF,29/01/2023 04:45,29/01/2023 04:45
SBGR,KMCO,28/01/2023 23:05,28/01/2023 23:05
SBGR,SABE,28/01/2023 20:40,28/01/2023 20:40
SPJC,SBGR,28/01/2023 16:30,28/01/2023 16:30
SABE,SBGR,29/01/2023 01:05,29/01/2023 01:05
SBGR,LPPT,29/01/2023 03:15,29/01/2023 03:15
LPPT,SBGR,28/01/2023 15:50,28/01/2023 15:50
KBOS,SBGR,29/01/2023 05:35,29/01/2023 05:35
SBGR,KJFK,29/01/2023 09:05,29/01/2023 09:05
KJFK,SBGR,29/01/2023 05:20,29/01/2023 05:20
SBGR,KMIA,29/01/2023 07:25,29/01/2023 07:25
KMIA,SBGR,29/01/2023 05:35,29/01/2023 05:35
SBGR,KMIA,28/01/2023 18:35,28/01/2023 18:35
KMIA,SBGR,28/01/2023 20:05,28/01/2023 20:05
SBGR,SBSG,28/01/2023 19:15,28/01/2023 19:15
SBSG,SBGR,28/01/2023 23:30,28/01/2023 23:30
SBMG,SBGR,28/01/2023 21:00,28/01/2023 21:00
SBRJ,SBGR,28/01/2023 19:40,28/01/2023 19:40
SBGR,SBAR,29/01/2023 14:45,29/01/2023 14:45
SBAR,SBGR,29/01/2023 18:10,29/01/2023 18:10
SBGR,SBAR,30/01/2023 02:10,30/01/2023 02:10
SBAR,SBGR,29/01/2023 06:10,29/01/2023 06:10
SBGR,SBAR,29/01/2023 10:40,29/01/2023 10:40
SBAR,SBGR,29/01/2023 14:05,29/01/2023 14:05
SBGR,SBBE,29/01/2023 10:00,29/01/2023 10:00
SBBE,SBGR,29/01/2023 14:20,29/01/2023 14:20
SBGR,SBBE,29/01/2023 17:00,29/01/2023 17:00
SBBE,SBGR,29/01/2023 15:35,29/01/2023 15:35
SBGR,SBBE,29/01/2023 22:30,29/01/2023 22:30
SBBE,SBGR,29/01/2023 04:55,29/01/2023 04:55
SBGR,SBBE,30/01/2023 02:15,30/01/2023 02:15
SBBE,SBGR,29/01/2023 06:40,29/01/2023 06:40
SBGR,SBJE,29/01/2023 13:30,29/01/2023 13:30
SBJE,SBGR,29/01/2023 17:45,29/01/2023 17:45
SBGR,SBPS,29/01/2023 08:40,29/01/2023 08:40
SBPS,SBGR,29/01/2023 11:10,29/01/2023 11:10
SBGR,SBPS,29/01/2023 14:00,29/01/2023 14:00
SBPS,SBGR,29/01/2023 16:40,29/01/2023 16:40
SBGR,SBPS,29/01/2023 19:40,29/01/2023 19:40
SBPS,SBGR,29/01/2023 22:25,29/01/2023 22:25
SBGR,SBPS,29/01/2023 16:00,29/01/2023 16:00
SBPS,SBGR,29/01/2023 18:35,29/01/2023 18:35
SBGR,SBPS,29/01/2023 11:00,29/01/2023 11:00
SBPS,SBGR,29/01/2023 13:40,29/01/2023 13:40
SBGR,SBBR,29/01/2023 08:20,29/01/2023 08:20
SBGR,SBBR,29/01/2023 09:05,29/01/2023 09:05
SBBR,SBGR,29/01/2023 11:35,29/01/2023 11:35
SBBR,SBGR,29/01/2023 16:30,29/01/2023 16:30
SBGR,SBBR,29/01/2023 18:10,29/01/2023 18:10
SBGR,SBBR,29/01/2023 22:55,29/01/2023 22:55
SBBR,SBGR,29/01/2023 20:55,29/01/2023 20:55
SBGR,SBBR,30/01/2023 00:15,30/01/2023 00:15
SBBR,SBGR,30/01/2023 01:30,30/01/2023 01:30
SBGR,SBBR,30/01/2023 00:45,30/01/2023 00:45
SBBR,SBGR,29/01/2023 06:15,29/01/2023 06:15
SBGR,SBCA,29/01/2023 14:20,29/01/2023 14:20
SBCA,SBGR,29/01/2023 16:25,29/01/2023 16:25
SBGR,SBCY,29/01/2023 08:15,29/01/2023 08:15
SBCY,SBGR,29/01/2023 11:15,29/01/2023 11:15
SBGR,SBCY,29/01/2023 18:40,29/01/2023 18:40
SBCY,SBGR,29/01/2023 21:40,29/01/2023 21:40
SBGR,SBCY,30/01/2023 01:25,30/01/2023 01:25
SBCY,SBGR,29/01/2023 05:50,29/01/2023 05:50
SBGR,SBCG,29/01/2023 08:15,29/01/2023 08:15
SBCG,SBGR,29/01/2023 10:30,29/01/2023 10:30
SBGR,SBCG,29/01/2023 19:25,29/01/2023 19:25
SBCG,SBGR,29/01/2023 21:40,29/01/2023 21:40
SBGR,SBCG,30/01/2023 01:30,30/01/2023 01:30
SBCG,SBGR,29/01/2023 06:10,29/01/2023 06:10
SBGR,SBSV,29/01/2023 16:20,29/01/2023 16:20
SBSV,SBGR,29/01/2023 19:45,29/01/2023 19:45
SBGR,SBCT,29/01/2023 07:00,29/01/2023 07:00
SBCT,SBGR,29/01/2023 12:25,29/01/2023 12:25
SBGR,SBCT,29/01/2023 08:30,29/01/2023 08:30
SBCT,SBGR,29/01/2023 10:15,29/01/2023 10:15
SBGR,SBCT,29/01/2023 14:05,29/01/2023 14:05
SBCT,SBGR,29/01/2023 15:45,29/01/2023 15:45
SBGR,SBCT,29/01/2023 19:20,29/01/2023 19:20
SBCT,SBGR,29/01/2023 21:20,29/01/2023 21:20
SBGR,SBCT,29/01/2023 22:30,29/01/2023 22:30
SBCT,SBGR,30/01/2023 00:20,30/01/2023 00:20
SBGR,SBCT,29/01/2023 23:30,29/01/2023 23:30
SBCT,SBGR,29/01/2023 06:10,29/01/2023 06:10
SBGR,SBCT,29/01/2023 15:40,29/01/2023 15:40
SBCT,SBGR,29/01/2023 18:05,29/01/2023 18:05
SBGR,SBCX,29/01/2023 10:00,29/01/2023 10:00
SBCX,SBGR,29/01/2023 12:15,29/01/2023 12:15
SBGR,SBFL,29/01/2023 07:20,29/01/2023 07:20
SBFL,SBGR,29/01/2023 09:15,29/01/2023 09:15
SBGR,SBFL,29/01/2023 11:20,29/01/2023 11:20
SBFL,SBGR,29/01/2023 13:15,29/01/2023 13:15
SBGR,SBFL,29/01/2023 14:25,29/01/2023 14:25
SBFL,SBGR,29/01/2023 16:20,29/01/2023 16:20
SBGR,SBFL,29/01/2023 21:45,29/01/2023 21:45
SBFL,SBGR,29/01/2023 23:40,29/01/2023 23:40
SBGR,SBFL,30/01/2023 01:10,30/01/2023 01:10
SBFL,SBGR,29/01/2023 06:30,29/01/2023 06:30
SBGR,SBFZ,29/01/2023 23:30,29/01/2023 23:30
SBGR,SBFZ,29/01/2023 10:15,29/01/2023 10:15
SBFZ,SBGR,29/01/2023 14:25,29/01/2023 14:25
SBGR,SBFZ,29/01/2023 11:55,29/01/2023 11:55
SBFZ,SBGR,29/01/2023 16:05,29/01/2023 16:05
SBGR,SBFZ,29/01/2023 18:35,29/01/2023 18:35
SBFZ,SBGR,29/01/2023 22:45,29/01/2023 22:45
SBGR,SBFZ,29/01/2023 20:15,29/01/2023 20:15
SBFZ,SBGR,30/01/2023 00:25,30/01/2023 00:25
SBGR,SBFZ,30/01/2023 00:35,30/01/2023 00:35
SBFZ,SBGR,29/01/2023 05:05,29/01/2023 05:05
SBGR,SBFZ,30/01/2023 02:55,30/01/2023 02:55
SBFZ,SBGR,29/01/2023 07:05,29/01/2023 07:05
SBGR,SBGL,29/01/2023 08:15,29/01/2023 08:15
SBGL,SBGR,29/01/2023 17:20,29/01/2023 17:20
SBGR,SBGL,29/01/2023 11:10,29/01/2023 11:10
SBGL,SBGR,29/01/2023 18:40,29/01/2023 18:40
SBGR,SBGL,29/01/2023 12:20,29/01/2023 12:20
SBGL,SBGR,29/01/2023 22:15,29/01/2023 22:15
SBGR,SBGL,30/01/2023 00:05,30/01/2023 00:05
SBGL,SBGR,29/01/2023 05:55,29/01/2023 05:55
SBGR,SBGL,29/01/2023 22:35,29/01/2023 22:35
SBGL,SBGR,30/01/2023 00:30,30/01/2023 00:30
SBGR,SBIZ,29/01/2023 11:05,29/01/2023 11:05
SBIZ,SBGR,29/01/2023 14:40,29/01/2023 14:40
SBGR,SBIL,29/01/2023 09:15,29/01/2023 09:15
SBIL,SBGR,29/01/2023 11:55,29/01/2023 11:55
SBGR,SBIL,29/01/2023 16:05,29/01/2023 16:05
SBIL,SBGR,29/01/2023 18:55,29/01/2023 18:55
SBGR,SBZM,29/01/2023 08:50,29/01/2023 08:50
SBZM,SBGR,29/01/2023 10:35,29/01/2023 10:35
SBGR,SBJU,29/01/2023 11:00,29/01/2023 11:00
SBJU,SBGR,29/01/2023 14:35,29/01/2023 14:35
SBGR,SBJE,29/01/2023 14:35,29/01/2023 14:35
SBJE,SBGR,29/01/2023 18:45,29/01/2023 18:45
SBGR,SBJV,29/01/2023 20:00,29/01/2023 20:00
SBJV,SBGR,29/01/2023 21:50,29/01/2023 21:50
SBGR,SBLO,29/01/2023 09:20,29/01/2023 09:20
SBLO,SBGR,29/01/2023 11:05,29/01/2023 11:05
SBGR,SBMO,30/01/2023 01:25,30/01/2023 01:25
SBMO,SBGR,29/01/2023 05:55,29/01/2023 05:55
SBGR,SBMO,29/01/2023 10:25,29/01/2023 10:25
SBMO,SBGR,29/01/2023 14:05,29/01/2023 14:05
SBGR,SBMO,30/01/2023 02:05,30/01/2023 02:05
SBMO,SBGR,29/01/2023 06:00,29/01/2023 06:00
SBGR,SBMO,29/01/2023 18:55,29/01/2023 18:55
SBMO,SBGR,29/01/2023 22:40,29/01/2023 22:40
SBGR,SBMG,29/01/2023 19:10,29/01/2023 19:10
SBMG,SBGR,29/01/2023 21:15,29/01/2023 21:15
SBGR,SBMK,29/01/2023 14:55,29/01/2023 14:55
SBMK,SBGR,29/01/2023 17:00,29/01/2023 17:00
SBGR,SBSG,30/01/2023 01:45,30/01/2023 01:45
SBSG,SBGR,29/01/2023 06:00,29/01/2023 06:00
SBGR,SBSG,29/01/2023 11:30,29/01/2023 11:30
SBSG,SBGR,29/01/2023 15:35,29/01/2023 15:35
SBGR,SBSG,29/01/2023 18:10,29/01/2023 18:10
SBSG,SBGR,29/01/2023 22:20,29/01/2023 22:20
SBGR,SBSG,29/01/2023 19:45,29/01/2023 19:45
SBSG,SBGR,29/01/2023 23:50,29/01/2023 23:50
SBGR,SBNF,29/01/2023 07:30,29/01/2023 07:30
SBNF,SBGR,29/01/2023 09:15,29/01/2023 09:15
SBGR,SBNF,29/01/2023 19:10,29/01/2023 19:10
SBNF,SBGR,29/01/2023 21:15,29/01/2023 21:15
SBGR,SBNF,29/01/2023 11:20,29/01/2023 11:20
SBNF,SBGR,29/01/2023 13:00,29/01/2023 13:00
SBGR,SBPJ,29/01/2023 19:45,29/01/2023 19:45
SBPJ,SBGR,29/01/2023 23:00,29/01/2023 23:00
SBGR,SBPJ,29/01/2023 10:25,29/01/2023 10:25
SBPJ,SBGR,29/01/2023 13:20,29/01/2023 13:20
SBGR,SBPA,29/01/2023 23:40,29/01/2023 23:40
SBPA,SBGR,29/01/2023 07:20,29/01/2023 07:20
SBGR,SBPA,30/01/2023 00:40,30/01/2023 00:40
SBPA,SBGR,29/01/2023 08:15,29/01/2023 08:15
SBGR,SBPA,29/01/2023 07:50,29/01/2023 07:50
SBPA,SBGR,29/01/2023 10:15,29/01/2023 10:15
SBGR,SBPA,29/01/2023 09:25,29/01/2023 09:25
SBPA,SBGR,29/01/2023 11:45,29/01/2023 11:45
SBGR,SBPA,29/01/2023 12:50,29/01/2023 12:50
SBPA,SBGR,29/01/2023 15:10,29/01/2023 15:10
SBGR,SBPA,29/01/2023 14:20,29/01/2023 14:20
SBPA,SBGR,29/01/2023 16:50,29/01/2023 16:50
SBGR,SBPA,29/01/2023 18:55,29/01/2023 18:55
SBPA,SBGR,29/01/2023 21:20,29/01/2023 21:20
SBGR,SBPA,29/01/2023 20:40,29/01/2023 20:40
SBPA,SBGR,29/01/2023 23:05,29/01/2023 23:05
SBGR,SBRP,29/01/2023 13:45,29/01/2023 13:45
SBRP,SBGR,29/01/2023 15:25,29/01/2023 15:25
SBGR,SBDN,29/01/2023 09:10,29/01/2023 09:10
SBDN,SBGR,29/01/2023 10:55,29/01/2023 10:55
SBGR,SBRB,29/01/2023 12:20,29/01/2023 12:20
SBRB,SBGR,29/01/2023 16:55,29/01/2023 16:55
SBGR,SBRF,30/01/2023 03:00,30/01/2023 03:00
SBRF,SBGR,29/01/2023 07:10,29/01/2023 07:10
SBGR,SBRF,29/01/2023 12:00,29/01/2023 12:00
SBRF,SBGR,29/01/2023 19:40,29/01/2023 19:40
SBGR,SBRF,29/01/2023 17:55,29/01/2023 17:55
SBRF,SBGR,29/01/2023 21:50,29/01/2023 21:50
SBGR,SBRF,29/01/2023 20:35,29/01/2023 20:35
SBRF,SBGR,30/01/2023 00:30,30/01/2023 00:30
SBGR,SBRF,30/01/2023 01:50,30/01/2023 01:50
SBRF,SBGR,29/01/2023 05:50,29/01/2023 05:50
SBGR,SBRF,29/01/2023 22:25,29/01/2023 22:25
SBRF,SBGR,30/01/2023 02:25,30/01/2023 02:25
SBGR,SBSR,29/01/2023 09:00,29/01/2023 09:00
SBSR,SBGR,29/01/2023 10:40,29/01/2023 10:40
SBGR,SBSR,29/01/2023 17:30,29/01/2023 17:30
SBSR,SBGR,29/01/2023 19:15,29/01/2023 19:15
SBGR,SBSL,29/01/2023 11:40,29/01/2023 11:40
SBSL,SBGR,29/01/2023 15:55,29/01/2023 15:55
SBGR,SBSL,29/01/2023 15:55,29/01/2023 15:55
SBSL,SBGR,29/01/2023 20:20,29/01/2023 20:20
SBGR,SBSL,30/01/2023 01:55,30/01/2023 01:55
SBSL,SBGR,29/01/2023 06:15,29/01/2023 06:15
SBGR,SBSV,29/01/2023 09:25,29/01/2023 09:25
SBSV,SBGR,29/01/2023 12:35,29/01/2023 12:35
SBGR,SBSV,29/01/2023 17:55,29/01/2023 17:55
SBSV,SBGR,29/01/2023 21:25,29/01/2023 21:25
SBGR,SBSV,30/01/2023 02:15,30/01/2023 02:15
SBSV,SBGR,29/01/2023 06:30,29/01/2023 06:30
SBGR,SBSV,30/01/2023 00:20,30/01/2023 00:20
SBSV,SBGR,29/01/2023 08:00,29/01/2023 08:00
SBTE,SBGR,29/01/2023 07:20,29/01/2023 07:20
SBGR,SBTE,29/01/2023 16:45,29/01/2023 16:45
SBTE,SBGR,29/01/2023 20:30,29/01/2023 20:30
SBGR,SBUL,29/01/2023 10:10,29/01/2023 10:10
SBUL,SBGR,29/01/2023 11:55,29/01/2023 11:55
SBGR,SBVC,29/01/2023 09:10,29/01/2023 09:10
SBVC,SBGR,29/01/2023 11:35,29/01/2023 11:35
SBGR,SBVT,29/01/2023 07:35,29/01/2023 07:35
SBVT,SBGR,29/01/2023 09:45,29/01/2023 09:45
SBGR,SBVT,29/01/2023 11:55,29/01/2023 11:55
SBVT,SBGR,29/01/2023 13:55,29/01/2023 13:55
SBGR,SBVT,29/01/2023 20:50,29/01/2023 20:50
SBVT,SBGR,29/01/2023 23:05,29/01/2023 23:05
SBGR,SBVT,30/01/2023 00:45,30/01/2023 00:45
SBVT,SBGR,29/01/2023 07:00,29/01/2023 07:00
SBGR,SBEG,29/01/2023 16:10,29/01/2023 16:10
SBEG,SBGR,29/01/2023 20:50,29/01/2023 20:50
SBGR,SBEG,29/01/2023 22:30,29/01/2023 22:30
SBGR,SBEG,30/01/2023 02:50,30/01/2023 02:50
SBEG,SBGR,29/01/2023 07:25,29/01/2023 07:25
SBGR,SBFI,29/01/2023 08:45,29/01/2023 08:45
SBFI,SBGR,29/01/2023 11:05,29/01/2023 11:05
SBGR,SBFI,29/01/2023 14:00,29/01/2023 14:00
SBFI,SBGR,29/01/2023 16:25,29/01/2023 16:25
SBGR,SBFI,29/01/2023 19:00,29/01/2023 19:00
SBFI,SBGR,29/01/2023 21:30,29/01/2023 21:30
SBGR,SBGO,30/01/2023 01:30,30/01/2023 01:30
SBGO,SBGR,29/01/2023 05:40,29/01/2023 05:40
SBGR,SBGO,29/01/2023 19:50,29/01/2023 19:50
SBGO,SBGR,29/01/2023 22:25,29/01/2023 22:25
SBGR,SBJP,29/01/2023 11:35,29/01/2023 11:35
SBJP,SBGR,29/01/2023 15:30,29/01/2023 15:30
SBGR,SBJP,30/01/2023 02:10,30/01/2023 02:10
SBJP,SBGR,29/01/2023 06:15,29/01/2023 06:15
SBGR,SBJP,29/01/2023 23:55,29/01/2023 23:55
SBJP,SBGR,29/01/2023 03:50,29/01/2023 03:50
SBGR,SBCF,29/01/2023 09:20,29/01/2023 09:20
SBCF,SBGR,29/01/2023 18:10,29/01/2023 18:10
SBCF,SBGR,29/01/2023 11:05,29/01/2023 11:05
SBGR,SBPL,29/01/2023 15:00,29/01/2023 15:00
SBPL,SBGR,29/01/2023 18:25,29/01/2023 18:25
SBGR,SBCF,29/01/2023 20:50,29/01/2023 20:50
SBCF,SBGR,29/01/2023 22:55,29/01/2023 22:55
SBGR,SBCF,29/01/2023 16:15,29/01/2023 16:15
SBCF,SBGR,29/01/2023 20:50,29/01/2023 20:50
SBGR,SBCF,29/01/2023 18:50,29/01/2023 18:50
SBCF,SBGR,29/01/2023 06:40,29/01/2023 06:40
SBGR,SBCF,29/01/2023 23:30,29/01/2023 23:30
SBBR,SBGR,29/01/2023 15:15,29/01/2023 15:15
SBGR,SBCF,29/01/2023 07:25,29/01/2023 07:25
SBCF,SBGR,29/01/2023 09:25,29/01/2023 09:25
SBGR,SBPV,29/01/2023 15:50,29/01/2023 15:50
SBPV,SBGR,29/01/2023 20:00,29/01/2023 20:00
SBGR,SBCF,29/01/2023 17:15,29/01/2023 17:15
SBCF,SBGR,29/01/2023 11:55,29/01/2023 11:55
SBGR,SBLO,29/01/2023 12:15,29/01/2023 12:15
SBLO,SBGR,29/01/2023 13:55,29/01/2023 13:55
SBGR,SBRJ,29/01/2023 08:25,29/01/2023 08:25
SBRJ,SBGR,29/01/2023 10:35,29/01/2023 10:35
SBGR,SBRJ,29/01/2023 12:25,29/01/2023 12:25
SBRJ,SBGR,29/01/2023 16:10,29/01/2023 16:10
SBGR,SBRJ,29/01/2023 19:00,29/01/2023 19:00
SBRJ,SBGR,29/01/2023 23:15,29/01/2023 23:15
SBGR,SBRJ,29/01/2023 19:55,29/01/2023 19:55
SBRJ,SBGR,29/01/2023 21:40,29/01/2023 21:40
SBGR,SBRJ,29/01/2023 21:30,29/01/2023 21:30
SBGR,SBRJ,29/01/2023 15:35,29/01/2023 15:35
SBRJ,SBGR,29/01/2023 17:15,29/01/2023 17:15
SBGR,SBEG,29/01/2023 12:25,29/01/2023 12:25
SBEG,SBGR,29/01/2023 17:50,29/01/2023 17:50
SBGR,SKBO,29/01/2023 20:50,29/01/2023 20:50
SKBO,SBGR,30/01/2023 03:55,30/01/2023 03:55
SBGR,SAEZ,30/01/2023 00:15,30/01/2023 00:15
SAEZ,SBGR,29/01/2023 05:25,29/01/2023 05:25
SBGR,SUMU,29/01/2023 18:05,29/01/2023 18:05
SUMU,SBGR,29/01/2023 21:20,29/01/2023 21:20
SBGR,SAME,29/01/2023 19:45,29/01/2023 19:45
SBGR,SABE,29/01/2023 10:25,29/01/2023 10:25
SABE,SBGR,29/01/2023 14:10,29/01/2023 14:10
