origin,destination,landing_data,takeoff_data
SBGR,SBFL,10/01/2023 22:50,10/01/2023 22:50
SBGR,SBPA,10/01/2023 18:25,10/01/2023 18:25
SBGR,SBNF,10/01/2023 10:40,10/01/2023 10:40
SBNF,SBGR,10/01/2023 20:40,10/01/2023 20:40
SBGR,SBPA,10/01/2023 23:45,10/01/2023 23:45
SBPA,SBGR,10/01/2023 23:05,10/01/2023 23:05
SBGR,SBNF,10/01/2023 22:55,10/01/2023 22:55
SBGR,SBFL,10/01/2023 11:15,10/01/2023 11:15
SBFL,SBGR,10/01/2023 14:00,10/01/2023 14:00
SBCH,SBGR,10/01/2023 13:50,10/01/2023 13:50
SBGR,SBCH,10/01/2023 17:15,10/01/2023 17:15
SBCH,SBGR,10/01/2023 19:35,10/01/2023 19:35
SBGR,SBCH,10/01/2023 11:35,10/01/2023 11:35
SBGR,SBCF,10/01/2023 10:35,10/01/2023 10:35
SBCF,SBGR,10/01/2023 08:50,10/01/2023 08:50
SBGR,SBCF,10/01/2023 15:55,10/01/2023 15:55
SBCX,SBGR,10/01/2023 13:50,10/01/2023 13:50
SBGR,SBCX,10/01/2023 11:35,10/01/2023 11:35
SBGR,SBUL,10/01/2023 11:10,10/01/2023 11:10
SBUL,SBGR,10/01/2023 21:05,10/01/2023 21:05
SBGR,SBMK,10/01/2023 23:55,10/01/2023 23:55
SBMK,SBGR,10/01/2023 07:40,10/01/2023 07:40
SBGR,SBCF,10/01/2023 22:40,10/01/2023 22:40
SBGR,SBVC,10/01/2023 17:30,10/01/2023 17:30
SBVC,SBGR,10/01/2023 20:10,10/01/2023 20:10
SBGR,SBCX,10/01/2023 16:50,10/01/2023 16:50
SBCX,SBGR,10/01/2023 19:05,10/01/2023 19:05
SBDN,SBGR,10/01/2023 08:20,10/01/2023 08:20
SBGR,SBDN,10/01/2023 23:10,10/01/2023 23:10
SBVT,SBGR,10/01/2023 08:40,10/01/2023 08:40
SBGR,SBVT,10/01/2023 23:00,10/01/2023 23:00
SBBR,SBGR,10/01/2023 12:45,10/01/2023 12:45
SBBR,SBGR,10/01/2023 08:25,10/01/2023 08:25
SBGR,SBBR,10/01/2023 08:00,10/01/2023 08:00
SBGR,SBBR,10/01/2023 11:25,10/01/2023 11:25
SBGR,SBBR,10/01/2023 23:05,10/01/2023 23:05
SBBR,SBGR,10/01/2023 22:45,10/01/2023 22:45
SBGR,SBCY,10/01/2023 16:55,10/01/2023 16:55
SBCY,SBGR,10/01/2023 07:35,10/01/2023 07:35
SBUL,SBGR,10/01/2023 08:05,10/01/2023 08:05
SBGR,SBCY,11/01/2023 01:15,11/01/2023 01:15
SBCY,SBGR,10/01/2023 19:50,10/01/2023 19:50
SBGO,SBGR,10/01/2023 08:25,10/01/2023 08:25
SBGR,SBGO,10/01/2023 11:10,10/01/2023 11:10
SBGR,SBGO,10/01/2023 19:55,10/01/2023 19:55
SBLO,SBGR,10/01/2023 07:20,10/01/2023 07:20
SBGR,SBGO,10/01/2023 23:55,10/01/2023 23:55
SBGO,SBGR,10/01/2023 19:55,10/01/2023 19:55
SBSV,SBGR,10/01/2023 17:30,10/01/2023 17:30
SBCY,SBGR,10/01/2023 14:35,10/01/2023 14:35
SBGR,SBRJ,10/01/2023 07:45,10/01/2023 07:45
SBGR,SBSV,10/01/2023 13:35,10/01/2023 13:35
SBGR,SBSI,11/01/2023 00:50,11/01/2023 00:50
SBSI,SBGR,10/01/2023 07:55,10/01/2023 07:55
SBGR,SBBR,10/01/2023 19:55,10/01/2023 19:55
SBBR,SBGR,10/01/2023 20:20,10/01/2023 20:20
SBCG,SBGR,10/01/2023 08:20,10/01/2023 08:20
SBGR,SBCG,11/01/2023 00:00,11/01/2023 00:00
SBGR,SBAR,10/01/2023 11:50,10/01/2023 11:50
SBAR,SBGR,10/01/2023 15:15,10/01/2023 15:15
SBGR,SBAR,10/01/2023 17:40,10/01/2023 17:40
SBAR,SBGR,10/01/2023 21:15,10/01/2023 21:15
SBMO,SBGR,10/01/2023 14:15,10/01/2023 14:15
SBIL,SBGR,10/01/2023 20:15,10/01/2023 20:15
SBGR,SBPL,10/01/2023 17:25,10/01/2023 17:25
SBFZ,SBGR,10/01/2023 14:20,10/01/2023 14:20
SBGR,SBFZ,10/01/2023 12:45,10/01/2023 12:45
SBGR,SBFZ,10/01/2023 18:10,10/01/2023 18:10
SBFZ,SBGR,10/01/2023 19:20,10/01/2023 19:20
SBGR,SBFZ,11/01/2023 00:45,11/01/2023 00:45
SBFZ,SBGR,10/01/2023 08:35,10/01/2023 08:35
SBRJ,SBGR,10/01/2023 23:25,10/01/2023 23:25
SBGR,SBJP,11/01/2023 00:25,11/01/2023 00:25
SBJP,SBGR,10/01/2023 07:50,10/01/2023 07:50
SBGR,SBIL,10/01/2023 17:25,10/01/2023 17:25
SBGR,SBBE,11/01/2023 03:20,11/01/2023 03:20
SBBE,SBGR,10/01/2023 08:45,10/01/2023 08:45
SBSG,SBGR,10/01/2023 07:40,10/01/2023 07:40
SBMO,SBGR,10/01/2023 06:45,10/01/2023 06:45
SBGR,SBMO,10/01/2023 18:35,10/01/2023 18:35
SBMO,SBGR,10/01/2023 21:00,10/01/2023 21:00
SBGR,SBMO,11/01/2023 00:40,11/01/2023 00:40
SBPJ,SBGR,10/01/2023 13:40,10/01/2023 13:40
SBGR,SBJP,10/01/2023 16:30,10/01/2023 16:30
SBJP,SBGR,10/01/2023 12:15,10/01/2023 12:15
SBTE,SBGR,10/01/2023 06:40,10/01/2023 06:40
SBGR,SBCY,10/01/2023 11:30,10/01/2023 11:30
SBPL,SBGR,10/01/2023 21:20,10/01/2023 21:20
SBGR,SBTE,11/01/2023 02:45,11/01/2023 02:45
SBGR,SBSG,10/01/2023 13:05,10/01/2023 13:05
SBGR,SBSG,10/01/2023 18:05,10/01/2023 18:05
SBGR,SBSG,11/01/2023 00:55,11/01/2023 00:55
SBSG,SBGR,10/01/2023 13:40,10/01/2023 13:40
SBGR,SBPS,10/01/2023 17:00,10/01/2023 17:00
SBPS,SBGR,10/01/2023 19:30,10/01/2023 19:30
SBGR,SBPS,10/01/2023 11:30,10/01/2023 11:30
SBPS,SBGR,10/01/2023 14:05,10/01/2023 14:05
SBRF,SBGR,10/01/2023 14:20,10/01/2023 14:20
SBGR,SBMO,10/01/2023 12:15,10/01/2023 12:15
SBGR,SBRF,10/01/2023 18:25,10/01/2023 18:25
SBRF,SBGR,10/01/2023 19:50,10/01/2023 19:50
SBGR,SBPJ,10/01/2023 17:50,10/01/2023 17:50
SBGR,SBRF,10/01/2023 13:20,10/01/2023 13:20
SBGR,SBSV,10/01/2023 23:55,10/01/2023 23:55
SBGR,SBEG,11/01/2023 02:05,11/01/2023 02:05
SBEG,SBGR,10/01/2023 08:40,10/01/2023 08:40
SBPL,SBGR,10/01/2023 05:15,10/01/2023 05:15
SBGR,SBKG,11/01/2023 01:45,11/01/2023 01:45
SBKG,SBGR,10/01/2023 05:50,10/01/2023 05:50
SBGR,SBPL,11/01/2023 01:35,11/01/2023 01:35
SBGR,SBUL,10/01/2023 18:50,10/01/2023 18:50
SBGR,SBUL,10/01/2023 23:15,10/01/2023 23:15
SBUL,SBGR,10/01/2023 13:30,10/01/2023 13:30
SBGR,SBVC,11/01/2023 01:20,11/01/2023 01:20
SBGR,SBGL,10/01/2023 16:25,10/01/2023 16:25
SBSV,SBGR,10/01/2023 08:35,10/01/2023 08:35
SBSV,SBGR,10/01/2023 13:55,10/01/2023 13:55
SBGR,SBSV,10/01/2023 12:25,10/01/2023 12:25
SBSV,SBGR,10/01/2023 20:20,10/01/2023 20:20
SBGR,SBSV,10/01/2023 17:45,10/01/2023 17:45
SBGL,SBGR,10/01/2023 14:15,10/01/2023 14:15
SBCF,SBGR,10/01/2023 13:55,10/01/2023 13:55
SBGR,SBSL,11/01/2023 02:20,11/01/2023 02:20
SBSL,SBGR,10/01/2023 07:50,10/01/2023 07:50
SBGO,SBGR,10/01/2023 15:10,10/01/2023 15:10
SBGR,SBJU,10/01/2023 18:00,10/01/2023 18:00
SBJU,SBGR,10/01/2023 14:10,10/01/2023 14:10
SBMG,SBGR,10/01/2023 13:35,10/01/2023 13:35
SBPA,SBGR,10/01/2023 21:00,10/01/2023 21:00
SBPA,SBGR,10/01/2023 08:55,10/01/2023 08:55
SBCF,SBGR,10/01/2023 20:00,10/01/2023 20:00
SBSG,SBGR,10/01/2023 17:20,10/01/2023 17:20
SBGR,SBNM,10/01/2023 17:55,10/01/2023 17:55
SBNM,SBGR,10/01/2023 20:25,10/01/2023 20:25
SBGR,SBPF,10/01/2023 11:25,10/01/2023 11:25
SBPF,SBGR,10/01/2023 13:45,10/01/2023 13:45
SBGR,SGAS,10/01/2023 12:30,10/01/2023 12:30
SGAS,SBGR,10/01/2023 15:35,10/01/2023 15:35
SBGR,SAME,10/01/2023 14:45,10/01/2023 14:45
SAME,SBGR,10/01/2023 19:05,10/01/2023 19:05
SBGR,SUMU,10/01/2023 12:45,10/01/2023 12:45
SUMU,SBGR,10/01/2023 16:15,10/01/2023 16:15
SBGR,SUMU,11/01/2023 01:15,11/01/2023 01:15
SABE,SBGR,10/01/2023 17:25,10/01/2023 17:25
SBGR,SABE,10/01/2023 13:40,10/01/2023 13:40
SBGR,SABE,10/01/2023 18:30,10/01/2023 18:30
SABE,SBGR,10/01/2023 22:20,10/01/2023 22:20
SBGR,SABE,10/01/2023 09:35,10/01/2023 09:35
SABE,SBGR,10/01/2023 13:30,10/01/2023 13:30
SBGR,SLVR,10/01/2023 13:25,10/01/2023 13:25
SLVR,SBGR,10/01/2023 17:10,10/01/2023 17:10
SUMU,SBGR,10/01/2023 07:45,10/01/2023 07:45
SBGR,SACO,11/01/2023 02:15,11/01/2023 02:15
SAAR,SBGR,10/01/2023 07:00,10/01/2023 07:00
SBGR,SBBR,10/01/2023 07:05,10/01/2023 07:05
SBPV,SBGR,10/01/2023 07:00,10/01/2023 07:00
SBGR,SBRB,11/01/2023 02:55,11/01/2023 02:55
SBGR,SBRF,11/01/2023 01:40,11/01/2023 01:40
SBRF,SBGR,10/01/2023 08:10,10/01/2023 08:10
SBGR,SBSV,11/01/2023 02:15,11/01/2023 02:15
SBSV,SBGR,10/01/2023 21:30,10/01/2023 21:30
SBGR,SBPL,10/01/2023 11:05,10/01/2023 11:05
SBPL,SBGR,10/01/2023 14:30,10/01/2023 14:30
SBGR,SBGL,10/01/2023 10:15,10/01/2023 10:15
SBGL,SBGR,10/01/2023 08:50,10/01/2023 08:50
SBGR,SBJP,10/01/2023 12:50,10/01/2023 12:50
SBJP,SBGR,10/01/2023 17:05,10/01/2023 17:05
SBGR,SBRJ,11/01/2023 16:00,11/01/2023 16:00
SBRJ,SBGR,11/01/2023 14:00,11/01/2023 14:00
SBGR,SBRJ,11/01/2023 11:15,11/01/2023 11:15
SBRJ,SBGR,11/01/2023 20:15,11/01/2023 20:15
SBRJ,SBGR,11/01/2023 09:05,11/01/2023 09:05
SBGR,SBRJ,11/01/2023 20:15,11/01/2023 20:15
SBRJ,SBGR,11/01/2023 22:05,11/01/2023 22:05
SBGL,SBGR,11/01/2023 18:15,11/01/2023 18:15
SBGR,SBMG,11/01/2023 11:25,11/01/2023 11:25
SBMG,SBGR,11/01/2023 08:25,11/01/2023 08:25
SBGR,SBCA,11/01/2023 17:40,11/01/2023 17:40
SBLO,SBGR,11/01/2023 13:00,11/01/2023 13:00
SBGR,SBJU,11/01/2023 10:30,11/01/2023 10:30
SBCT,SBGR,11/01/2023 08:40,11/01/2023 08:40
SBGR,SBCT,11/01/2023 11:25,11/01/2023 11:25
SBGR,SBCT,11/01/2023 17:00,11/01/2023 17:00
SBCT,SBGR,11/01/2023 13:30,11/01/2023 13:30
SBCT,SBGR,11/01/2023 19:40,11/01/2023 19:40
SBCA,SBGR,11/01/2023 19:55,11/01/2023 19:55
SBGR,SBLO,11/01/2023 11:05,11/01/2023 11:05
SBGR,SBJE,11/01/2023 12:50,11/01/2023 12:50
SBGR,SBFI,11/01/2023 12:15,11/01/2023 12:15
SBFI,SBGR,11/01/2023 19:55,11/01/2023 19:55
SBGR,SBFI,11/01/2023 17:30,11/01/2023 17:30
SBGR,SBPA,11/01/2023 16:35,11/01/2023 16:35
SBFI,SBGR,11/01/2023 17:15,11/01/2023 17:15
SBVC,SBGR,11/01/2023 13:50,11/01/2023 13:50
SBGR,SBVC,11/01/2023 11:00,11/01/2023 11:00
SBGR,SBMG,11/01/2023 17:15,11/01/2023 17:15
SBMG,SBGR,11/01/2023 19:20,11/01/2023 19:20
SBGR,SBPA,11/01/2023 12:00,11/01/2023 12:00
SBPA,SBGR,11/01/2023 14:15,11/01/2023 14:15
SBGR,SBJV,11/01/2023 19:05,11/01/2023 19:05
SBJV,SBGR,11/01/2023 21:00,11/01/2023 21:00
SBNF,SBGR,11/01/2023 08:30,11/01/2023 08:30
SBFL,SBGR,11/01/2023 08:55,11/01/2023 08:55
SBGR,SBFL,11/01/2023 17:05,11/01/2023 17:05
SBFL,SBGR,11/01/2023 21:05,11/01/2023 21:05
SBGR,SBPA,11/01/2023 18:25,11/01/2023 18:25
SBGR,SBNF,11/01/2023 10:40,11/01/2023 10:40
SBNF,SBGR,11/01/2023 20:40,11/01/2023 20:40
SBGR,SBFL,11/01/2023 11:00,11/01/2023 11:00
SBFL,SBGR,11/01/2023 14:00,11/01/2023 14:00
SBCH,SBGR,11/01/2023 13:50,11/01/2023 13:50
SBGR,SBCH,11/01/2023 17:15,11/01/2023 17:15
SBCH,SBGR,11/01/2023 19:35,11/01/2023 19:35
SBGR,SBCH,11/01/2023 11:35,11/01/2023 11:35
SBGR,SBCF,11/01/2023 10:35,11/01/2023 10:35
SBCF,SBGR,11/01/2023 08:50,11/01/2023 08:50
SBGR,SBCF,11/01/2023 15:55,11/01/2023 15:55
SBCX,SBGR,11/01/2023 13:50,11/01/2023 13:50
SBGR,SBCX,11/01/2023 11:35,11/01/2023 11:35
SBGR,SBUL,11/01/2023 11:10,11/01/2023 11:10
SBMK,SBGR,11/01/2023 07:40,11/01/2023 07:40
SBGR,SBCX,11/01/2023 16:50,11/01/2023 16:50
SBCX,SBGR,11/01/2023 19:05,11/01/2023 19:05
SBDN,SBGR,11/01/2023 08:20,11/01/2023 08:20
SBVT,SBGR,11/01/2023 08:40,11/01/2023 08:40
SBBR,SBGR,11/01/2023 12:45,11/01/2023 12:45
SBBR,SBGR,11/01/2023 08:25,11/01/2023 08:25
SBGR,SBBR,11/01/2023 08:00,11/01/2023 08:00
SBGR,SBBR,11/01/2023 11:25,11/01/2023 11:25
SBBR,SBGR,11/01/2023 22:45,11/01/2023 22:45
SBGR,SBCY,11/01/2023 16:55,11/01/2023 16:55
SBCY,SBGR,11/01/2023 07:35,11/01/2023 07:35
SBUL,SBGR,11/01/2023 08:10,11/01/2023 08:10
SBCY,SBGR,11/01/2023 19:50,11/01/2023 19:50
SBGO,SBGR,11/01/2023 08:25,11/01/2023 08:25
SBGR,SBGO,11/01/2023 11:10,11/01/2023 11:10
SBGR,SBGO,11/01/2023 19:55,11/01/2023 19:55
SBLO,SBGR,11/01/2023 07:20,11/01/2023 07:20
SBGO,SBGR,11/01/2023 19:55,11/01/2023 19:55
SBSV,SBGR,11/01/2023 17:30,11/01/2023 17:30
SBCY,SBGR,11/01/2023 14:35,11/01/2023 14:35
SBGR,SBRJ,11/01/2023 07:45,11/01/2023 07:45
SBGR,SBSV,11/01/2023 13:35,11/01/2023 13:35
SBSI,SBGR,11/01/2023 07:55,11/01/2023 07:55
SBGR,SBBR,11/01/2023 19:55,11/01/2023 19:55
SBBR,SBGR,11/01/2023 20:20,11/01/2023 20:20
SBCG,SBGR,11/01/2023 08:20,11/01/2023 08:20
SBGR,SBAR,11/01/2023 11:50,11/01/2023 11:50
SBAR,SBGR,11/01/2023 15:20,11/01/2023 15:20
SBGR,SBAR,11/01/2023 17:40,11/01/2023 17:40
SBAR,SBGR,11/01/2023 21:15,11/01/2023 21:15
SBMO,SBGR,11/01/2023 14:15,11/01/2023 14:15
SBIL,SBGR,11/01/2023 20:15,11/01/2023 20:15
SBGR,SBPL,11/01/2023 17:25,11/01/2023 17:25
SBFZ,SBGR,11/01/2023 14:20,11/01/2023 14:20
SBGR,SBFZ,11/01/2023 12:45,11/01/2023 12:45
SBGR,SBFZ,11/01/2023 18:10,11/01/2023 18:10
SBJE,SBGR,11/01/2023 17:10,11/01/2023 17:10
SBFZ,SBGR,11/01/2023 19:20,11/01/2023 19:20
SBFZ,SBGR,11/01/2023 08:35,11/01/2023 08:35
SBJP,SBGR,11/01/2023 07:50,11/01/2023 07:50
SBGR,SBIL,11/01/2023 17:25,11/01/2023 17:25
SBBE,SBGR,11/01/2023 08:45,11/01/2023 08:45
SBSG,SBGR,11/01/2023 07:10,11/01/2023 07:10
SBMO,SBGR,11/01/2023 06:45,11/01/2023 06:45
SBGR,SBMO,11/01/2023 18:35,11/01/2023 18:35
SBMO,SBGR,11/01/2023 21:00,11/01/2023 21:00
SBGR,SBJP,11/01/2023 16:30,11/01/2023 16:30
SBJP,SBGR,11/01/2023 12:15,11/01/2023 12:15
SBTE,SBGR,11/01/2023 06:40,11/01/2023 06:40
SBGR,SBCY,11/01/2023 11:30,11/01/2023 11:30
SBPL,SBGR,11/01/2023 21:20,11/01/2023 21:20
SBGR,SBSG,11/01/2023 13:05,11/01/2023 13:05
SBGR,SBSG,11/01/2023 18:05,11/01/2023 18:05
SBVC,SBGR,11/01/2023 08:00,11/01/2023 08:00
SBSG,SBGR,11/01/2023 13:40,11/01/2023 13:40
SBGR,SBPS,11/01/2023 17:00,11/01/2023 17:00
SBPS,SBGR,11/01/2023 19:30,11/01/2023 19:30
SBGR,SBPS,11/01/2023 11:30,11/01/2023 11:30
SBPS,SBGR,11/01/2023 14:05,11/01/2023 14:05
SBRF,SBGR,11/01/2023 14:20,11/01/2023 14:20
SBGR,SBMO,11/01/2023 12:15,11/01/2023 12:15
SBGR,SBRF,11/01/2023 18:25,11/01/2023 18:25
SBRF,SBGR,11/01/2023 19:50,11/01/2023 19:50
SBGR,SBRF,11/01/2023 13:20,11/01/2023 13:20
SBEG,SBGR,11/01/2023 08:40,11/01/2023 08:40
SBPL,SBGR,11/01/2023 05:15,11/01/2023 05:15
SBKG,SBGR,11/01/2023 05:50,11/01/2023 05:50
SBUL,SBGR,11/01/2023 13:30,11/01/2023 13:30
SBGR,SBGL,11/01/2023 16:25,11/01/2023 16:25
SBSV,SBGR,11/01/2023 08:35,11/01/2023 08:35
SBSV,SBGR,11/01/2023 13:55,11/01/2023 13:55
SBGR,SBSV,11/01/2023 12:25,11/01/2023 12:25
SBSV,SBGR,11/01/2023 20:20,11/01/2023 20:20
SBGR,SBSV,11/01/2023 17:45,11/01/2023 17:45
SBGL,SBGR,11/01/2023 14:15,11/01/2023 14:15
SBCF,SBGR,11/01/2023 13:55,11/01/2023 13:55
SBSL,SBGR,11/01/2023 07:50,11/01/2023 07:50
SBGO,SBGR,11/01/2023 15:10,11/01/2023 15:10
SBJU,SBGR,11/01/2023 14:10,11/01/2023 14:10
SBMG,SBGR,11/01/2023 13:35,11/01/2023 13:35
SBPA,SBGR,11/01/2023 21:00,11/01/2023 21:00
SBPA,SBGR,11/01/2023 08:55,11/01/2023 08:55
SBCF,SBGR,11/01/2023 20:00,11/01/2023 20:00
SBSG,SBGR,11/01/2023 17:15,11/01/2023 17:15
SBGR,SBPK,11/01/2023 18:10,11/01/2023 18:10
SBGR,SBPF,11/01/2023 11:25,11/01/2023 11:25
SBPK,SBGR,11/01/2023 20:50,11/01/2023 20:50
SBPF,SBGR,11/01/2023 13:45,11/01/2023 13:45
SBGR,SGAS,11/01/2023 12:30,11/01/2023 12:30
SGAS,SBGR,11/01/2023 15:35,11/01/2023 15:35
SBGR,SUMU,11/01/2023 12:45,11/01/2023 12:45
SUMU,SBGR,11/01/2023 16:15,11/01/2023 16:15
SABE,SBGR,11/01/2023 17:25,11/01/2023 17:25
SBGR,SABE,11/01/2023 13:40,11/01/2023 13:40
SBGR,SABE,11/01/2023 18:30,11/01/2023 18:30
SABE,SBGR,11/01/2023 22:20,11/01/2023 22:20
SBGR,SABE,11/01/2023 09:35,11/01/2023 09:35
SABE,SBGR,11/01/2023 13:30,11/01/2023 13:30
SBGR,SLVR,11/01/2023 13:25,11/01/2023 13:25
SLVR,SBGR,11/01/2023 17:10,11/01/2023 17:10
SUMU,SBGR,11/01/2023 07:45,11/01/2023 07:45
SBGR,MDPC,11/01/2023 22:40,11/01/2023 22:40
SACO,SBGR,11/01/2023 07:00,11/01/2023 07:00
SBRB,SBGR,11/01/2023 07:40,11/01/2023 07:40
SBRF,SBGR,11/01/2023 08:10,11/01/2023 08:10
SBGR,SBGL,11/01/2023 10:15,11/01/2023 10:15
SBGL,SBGR,11/01/2023 08:50,11/01/2023 08:50
SBGR,SBBR,11/01/2023 13:05,11/01/2023 13:05
SBBR,SBGR,11/01/2023 10:35,11/01/2023 10:35
SBGR,SAME,11/01/2023 17:05,11/01/2023 17:05
SAME,SBGR,11/01/2023 21:40,11/01/2023 21:40
SBGR,SBRJ,12/01/2023 16:00,12/01/2023 16:00
SBRJ,SBGR,12/01/2023 14:00,12/01/2023 14:00
SBGR,SBRJ,12/01/2023 11:15,12/01/2023 11:15
SBRJ,SBGR,12/01/2023 20:15,12/01/2023 20:15
SBRJ,SBGR,12/01/2023 09:05,12/01/2023 09:05
SBGR,SBRJ,12/01/2023 20:15,12/01/2023 20:15
SBRJ,SBGR,12/01/2023 22:05,12/01/2023 22:05
SBGR,SBRJ,12/01/2023 22:15,12/01/2023 22:15
SBGR,SBGL,12/01/2023 22:50,12/01/2023 22:50
SBGL,SBGR,12/01/2023 18:15,12/01/2023 18:15
SBGR,SBJU,13/01/2023 00:25,13/01/2023 00:25
SBGR,SBMG,12/01/2023 11:25,12/01/2023 11:25
SBJU,SBGR,12/01/2023 08:25,12/01/2023 08:25
SBGR,SBCA,12/01/2023 17:40,12/01/2023 17:40
SBGR,SBMG,12/01/2023 23:00,12/01/2023 23:00
SBLO,SBGR,12/01/2023 13:00,12/01/2023 13:00
SBGR,SBJU,12/01/2023 10:30,12/01/2023 10:30
SBJU,SBGR,12/01/2023 21:55,12/01/2023 21:55
SBCT,SBGR,12/01/2023 08:40,12/01/2023 08:40
SBGR,SBCT,12/01/2023 11:25,12/01/2023 11:25
SBGR,SBCT,12/01/2023 17:00,12/01/2023 17:00
SBCT,SBGR,12/01/2023 13:30,12/01/2023 13:30
SBCT,SBGR,12/01/2023 19:40,12/01/2023 19:40
SBGR,SBCT,12/01/2023 23:05,12/01/2023 23:05
SBCA,SBGR,12/01/2023 19:55,12/01/2023 19:55
SBGR,SBLO,12/01/2023 11:00,12/01/2023 11:00
SBGR,SBJE,12/01/2023 12:50,12/01/2023 12:50
SBGR,SBFI,12/01/2023 12:15,12/01/2023 12:15
SBFI,SBGR,12/01/2023 19:55,12/01/2023 19:55
SBGR,SBFI,12/01/2023 17:30,12/01/2023 17:30
SBGR,SBPA,12/01/2023 16:35,12/01/2023 16:35
SBFI,SBGR,12/01/2023 17:15,12/01/2023 17:15
SBVT,SBGR,12/01/2023 13:50,12/01/2023 13:50
SBGR,SBVT,12/01/2023 11:10,12/01/2023 11:10
SBGR,SBMG,12/01/2023 17:15,12/01/2023 17:15
SBMG,SBGR,12/01/2023 19:20,12/01/2023 19:20
SBGR,SBPA,12/01/2023 12:00,12/01/2023 12:00
SBPA,SBGR,12/01/2023 14:15,12/01/2023 14:15
SBGR,SBJV,12/01/2023 19:05,12/01/2023 19:05
SBJV,SBGR,12/01/2023 21:00,12/01/2023 21:00
SBNF,SBGR,12/01/2023 08:30,12/01/2023 08:30
SBFL,SBGR,12/01/2023 08:55,12/01/2023 08:55
SBGR,SBFL,12/01/2023 17:05,12/01/2023 17:05
SBGR,SBFL,12/01/2023 22:50,12/01/2023 22:50
SBGR,SBPA,12/01/2023 18:25,12/01/2023 18:25
SBGR,SBNF,12/01/2023 10:40,12/01/2023 10:40
SBNF,SBGR,12/01/2023 20:40,12/01/2023 20:40
SBGR,SBPA,12/01/2023 23:45,12/01/2023 23:45
SBPA,SBGR,12/01/2023 23:05,12/01/2023 23:05
SBGR,SBNF,12/01/2023 22:55,12/01/2023 22:55
SBGR,SBFL,12/01/2023 11:15,12/01/2023 11:15
SBFL,SBGR,12/01/2023 14:00,12/01/2023 14:00
SBCH,SBGR,12/01/2023 13:50,12/01/2023 13:50
SBGR,SBCH,12/01/2023 17:15,12/01/2023 17:15
SBCH,SBGR,12/01/2023 19:35,12/01/2023 19:35
SBGR,SBCH,12/01/2023 11:35,12/01/2023 11:35
SBGR,SBCF,12/01/2023 10:35,12/01/2023 10:35
SBCF,SBGR,12/01/2023 08:50,12/01/2023 08:50
SBGR,SBCF,12/01/2023 15:55,12/01/2023 15:55
SBGR,SBUL,12/01/2023 11:10,12/01/2023 11:10
SBUL,SBGR,12/01/2023 21:05,12/01/2023 21:05
SBGR,SBMK,12/01/2023 23:55,12/01/2023 23:55
SBMK,SBGR,12/01/2023 07:35,12/01/2023 07:35
SBGR,SBCF,12/01/2023 22:40,12/01/2023 22:40
SBGR,SBVC,12/01/2023 17:30,12/01/2023 17:30
SBVC,SBGR,12/01/2023 20:10,12/01/2023 20:10
SBGR,SBCX,12/01/2023 19:45,12/01/2023 19:45
SBCX,SBGR,12/01/2023 22:15,12/01/2023 22:15
SBDN,SBGR,12/01/2023 08:20,12/01/2023 08:20
SBGR,SBDN,12/01/2023 23:10,12/01/2023 23:10
SBVT,SBGR,12/01/2023 08:40,12/01/2023 08:40
SBGR,SBVT,12/01/2023 23:00,12/01/2023 23:00
SBBR,SBGR,12/01/2023 12:45,12/01/2023 12:45
SBBR,SBGR,12/01/2023 08:25,12/01/2023 08:25
SBGR,SBBR,12/01/2023 08:00,12/01/2023 08:00
SBGR,SBBR,12/01/2023 11:25,12/01/2023 11:25
SBGR,SBBR,12/01/2023 23:05,12/01/2023 23:05
SBBR,SBGR,12/01/2023 22:45,12/01/2023 22:45
SBGR,SBCY,12/01/2023 16:55,12/01/2023 16:55
SBCY,SBGR,12/01/2023 07:30,12/01/2023 07:30
SBUL,SBGR,12/01/2023 08:05,12/01/2023 08:05
SBGR,SBCY,13/01/2023 01:15,13/01/2023 01:15
SBCY,SBGR,12/01/2023 19:50,12/01/2023 19:50
SBGO,SBGR,12/01/2023 08:25,12/01/2023 08:25
SBGR,SBGO,12/01/2023 11:10,12/01/2023 11:10
SBGR,SBGO,12/01/2023 20:10,12/01/2023 20:10
SBLO,SBGR,12/01/2023 07:20,12/01/2023 07:20
SBGR,SBGO,12/01/2023 23:55,12/01/2023 23:55
SBGO,SBGR,12/01/2023 19:55,12/01/2023 19:55
SBSV,SBGR,12/01/2023 17:30,12/01/2023 17:30
SBCY,SBGR,12/01/2023 14:35,12/01/2023 14:35
SBGR,SBRJ,12/01/2023 07:45,12/01/2023 07:45
SBGR,SBSV,12/01/2023 13:35,12/01/2023 13:35
SBGR,SBSI,13/01/2023 00:50,13/01/2023 00:50
SBSI,SBGR,12/01/2023 07:55,12/01/2023 07:55
SBGR,SBBR,12/01/2023 19:55,12/01/2023 19:55
SBBR,SBGR,12/01/2023 20:20,12/01/2023 20:20
SBCG,SBGR,12/01/2023 08:20,12/01/2023 08:20
SBGR,SBCG,13/01/2023 00:00,13/01/2023 00:00
SBGR,SBAR,12/01/2023 11:50,12/01/2023 11:50
SBAR,SBGR,12/01/2023 15:20,12/01/2023 15:20
SBGR,SBAR,12/01/2023 17:40,12/01/2023 17:40
SBAR,SBGR,12/01/2023 21:15,12/01/2023 21:15
SBMO,SBGR,12/01/2023 14:15,12/01/2023 14:15
